ProvinceCode,MarriageYear,RegistrationYear,BridegroomAge,BrideAge,AgeDiff
Eastern Cape,2015,2018,29,26,Bridegroom older
Eastern Cape,1992,2018,28,21,Bridegroom older
Gauteng,2018,2018,46,33,Bridegroom older
Free State,2007,2018,39,34,Bridegroom older
Gauteng,2016,2018,35,26,Bridegroom older
KwaZulu-Natal,2018,2018,38,22,Bridegroom older
Limpopo,2018,2018,56,34,Bridegroom older
Limpopo,2012,2018,32,27,Bridegroom older
Limpopo,2012,2018,45,35,Bridegroom older
Limpopo,1991,2018,37,28,Bridegroom older
Mpumalanga,2001,2018,26,26,Spouses same age
Limpopo,1984,2018,40,36,Bridegroom older
Unknown,2016,2018,35,27,Bridegroom older
Limpopo,1984,2018,31,18,Bridegroom older
Unknown,2016,2018,58,43,Bridegroom older
Limpopo,2007,2018,31,27,Bridegroom older
Limpopo,2014,2018,38,34,Bridegroom older
Limpopo,2004,2018,55,30,Bridegroom older
Limpopo,2017,2018,35,35,Spouses same age
Limpopo,1970,2018,26,21,Bridegroom older
Limpopo,2014,2018,41,39,Bridegroom older
Limpopo,2007,2018,28,29,Bridegroom younger
Limpopo,2014,2018,40,33,Bridegroom older
Limpopo,2018,2018,48,45,Bridegroom older
Limpopo,2015,2018,39,30,Bridegroom older
Limpopo,1978,2018,28,18,Bridegroom older
Limpopo,2009,2018,36,28,Bridegroom older
Limpopo,1977,2018,24,19,Bridegroom older
Limpopo,1980,2018,27,18,Bridegroom older
Limpopo,2017,2018,47,37,Bridegroom older
Limpopo,1992,2018,33,25,Bridegroom older
Limpopo,2010,2018,78,59,Bridegroom older
Limpopo,2017,2018,64,43,Bridegroom older
Limpopo,2012,2018,45,38,Bridegroom older
Limpopo,2017,2018,65,31,Bridegroom older
Limpopo,1982,2018,28,24,Bridegroom older
Limpopo,2018,2018,37,32,Bridegroom older
Limpopo,2011,2018,50,45,Bridegroom older
Limpopo,2013,2018,41,44,Bridegroom younger
Limpopo,2011,2018,42,40,Bridegroom older
Limpopo,1977,2018,27,24,Bridegroom older
Limpopo,2004,2018,23,20,Bridegroom older
Limpopo,1985,2018,22,17,Bridegroom older
Limpopo,2010,2018,28,19,Bridegroom older
Limpopo,1982,2018,26,18,Bridegroom older
Limpopo,2012,2018,45,37,Bridegroom older
Limpopo,1977,2018,26,17,Bridegroom older
Limpopo,2009,2018,25,21,Bridegroom older
Limpopo,2011,2018,50,38,Bridegroom older
Limpopo,1983,2018,31,22,Bridegroom older
Limpopo,2013,2018,39,35,Bridegroom older
Limpopo,1986,2018,25,16,Bridegroom older
Limpopo,1991,2018,29,25,Bridegroom older
Limpopo,1988,2018,48,24,Bridegroom older
Limpopo,1983,2018,28,16,Bridegroom older
Mpumalanga,2007,2018,40,36,Bridegroom older
Limpopo,1968,2018,28,19,Bridegroom older
Limpopo,1966,2018,21,15,Bridegroom older
Limpopo,1973,2018,33,21,Bridegroom older
Limpopo,2013,2018,26,28,Bridegroom younger
Limpopo,2015,2018,36,40,Bridegroom younger
Unknown,Unspecified,2018,Unspecified,Unspecified,Unspecified
Limpopo,1978,2018,28,19,Bridegroom older
Western Cape,2000,2018,27,24,Bridegroom older
Limpopo,2016,2018,50,44,Bridegroom older
Limpopo,2014,2018,44,39,Bridegroom older
Limpopo,2013,2018,53,43,Bridegroom older
Limpopo,1995,2018,25,18,Bridegroom older
Limpopo,1957,2018,27,24,Bridegroom older
Gauteng,2018,2018,51,45,Bridegroom older
Gauteng,2004,2018,33,31,Bridegroom older
Limpopo,1987,2018,25,19,Bridegroom older
Limpopo,2006,2018,33,30,Bridegroom older
Limpopo,1985,2018,24,20,Bridegroom older
Limpopo,1981,2018,22,18,Bridegroom older
Limpopo,2007,2018,25,22,Bridegroom older
Limpopo,2011,2018,26,24,Bridegroom older
Limpopo,1976,2018,38,16,Bridegroom older
Limpopo,2012,2018,50,34,Bridegroom older
Limpopo,2017,2018,52,53,Bridegroom younger
Limpopo,1981,2018,22,18,Bridegroom older
Limpopo,1981,2018,40,34,Bridegroom older
North West,2018,2018,35,24,Bridegroom older
Gauteng,2010,2018,50,47,Bridegroom older
Gauteng,2015,2018,40,40,Spouses same age
Limpopo,1991,2018,46,42,Bridegroom older
Limpopo,2018,2018,41,22,Bridegroom older
Limpopo,2012,2018,23,22,Bridegroom older
Gauteng,2014,2018,62,61,Bridegroom older
Eastern Cape,1992,2018,27,23,Bridegroom older
Limpopo,1968,2018,26,19,Bridegroom older
Gauteng,1982,2018,46,43,Bridegroom older
KwaZulu-Natal,2014,2018,35,33,Bridegroom older
Limpopo,1970,2018,23,31,Bridegroom younger
Limpopo,1981,2018,29,27,Bridegroom older
Limpopo,1985,2018,29,25,Bridegroom older
Limpopo,1993,2018,27,18,Bridegroom older
Limpopo,2010,2018,42,46,Bridegroom younger
Limpopo,2016,2018,48,37,Bridegroom older
Limpopo,2006,2018,23,21,Bridegroom older
Limpopo,1968,2018,31,14,Bridegroom older
Limpopo,1975,2018,31,18,Bridegroom older
Limpopo,1971,2018,19,16,Bridegroom older
Limpopo,1977,2018,25,17,Bridegroom older
Limpopo,1980,2018,28,20,Bridegroom older
Limpopo,1972,2018,19,19,Spouses same age
Limpopo,1972,2018,19,20,Bridegroom younger
Limpopo,1976,2018,23,19,Bridegroom older
Limpopo,1979,2018,24,16,Bridegroom older
Limpopo,1982,2018,24,20,Bridegroom older
Limpopo,2007,2018,49,28,Bridegroom older
Limpopo,1979,2018,21,16,Bridegroom older
Limpopo,2016,2018,57,41,Bridegroom older
Limpopo,1983,2018,22,19,Bridegroom older
Limpopo,2004,2018,42,31,Bridegroom older
Limpopo,2013,2018,50,44,Bridegroom older
Limpopo,1984,2018,18,15,Bridegroom older
Limpopo,2017,2018,53,49,Bridegroom older
Limpopo,1997,2018,27,27,Spouses same age
Limpopo,2013,2018,41,37,Bridegroom older
Limpopo,1979,2018,24,18,Bridegroom older
KwaZulu-Natal,2006,2018,54,43,Bridegroom older
KwaZulu-Natal,2018,2018,37,30,Bridegroom older
Mpumalanga,2015,2018,43,42,Bridegroom older
KwaZulu-Natal,1992,2018,79,37,Bridegroom older
Eastern Cape,1976,2018,29,24,Bridegroom older
KwaZulu-Natal,1965,2018,28,23,Bridegroom older
KwaZulu-Natal,1961,2018,22,19,Bridegroom older
KwaZulu-Natal,1967,2018,26,22,Bridegroom older
KwaZulu-Natal,1978,2018,35,34,Bridegroom older
KwaZulu-Natal,1968,2018,24,25,Bridegroom younger
KwaZulu-Natal,1975,2018,29,26,Bridegroom older
KwaZulu-Natal,1976,2018,29,21,Bridegroom older
KwaZulu-Natal,1976,2018,27,20,Bridegroom older
KwaZulu-Natal,1986,2018,34,35,Bridegroom younger
KwaZulu-Natal,1978,2018,25,21,Bridegroom older
KwaZulu-Natal,1990,2018,37,30,Bridegroom older
KwaZulu-Natal,1996,2018,38,36,Bridegroom older
KwaZulu-Natal,1995,2018,37,36,Bridegroom older
KwaZulu-Natal,1985,2018,27,22,Bridegroom older
KwaZulu-Natal,2007,2018,48,31,Bridegroom older
KwaZulu-Natal,1998,2018,35,33,Bridegroom older
KwaZulu-Natal,2018,2018,53,42,Bridegroom older
KwaZulu-Natal,1999,2018,28,28,Spouses same age
KwaZulu-Natal,2018,2018,44,35,Bridegroom older
KwaZulu-Natal,2017,2018,39,38,Bridegroom older
KwaZulu-Natal,1988,2018,26,25,Bridegroom older
KwaZulu-Natal,2017,2018,50,43,Bridegroom older
KwaZulu-Natal,2018,2018,41,29,Bridegroom older
KwaZulu-Natal,2018,2018,52,51,Bridegroom older
KwaZulu-Natal,2018,2018,43,35,Bridegroom older
KwaZulu-Natal,2018,2018,36,28,Bridegroom older
Western Cape,2016,2018,41,30,Bridegroom older
KwaZulu-Natal,1976,2018,26,16,Bridegroom older
KwaZulu-Natal,2016,2018,50,45,Bridegroom older
Eastern Cape,1978,2018,23,21,Bridegroom older
Eastern Cape,1990,2018,32,20,Bridegroom older
Eastern Cape,2016,2018,32,24,Bridegroom older
Limpopo,1957,2018,21,28,Bridegroom younger
Limpopo,2017,2018,25,23,Bridegroom older
Limpopo,2004,2018,46,23,Bridegroom older
Limpopo,1988,2018,32,20,Bridegroom older
Limpopo,1972,2018,19,13,Bridegroom older
Limpopo,1989,2018,22,17,Bridegroom older
Limpopo,1957,2018,27,28,Bridegroom younger
Limpopo,1985,2018,40,19,Bridegroom older
Limpopo,1985,2018,25,21,Bridegroom older
Limpopo,2012,2018,43,35,Bridegroom older
Limpopo,2010,2018,57,52,Bridegroom older
Gauteng,1978,2018,28,19,Bridegroom older
Unknown,1980,2018,28,20,Bridegroom older
Eastern Cape,1968,2018,28,16,Bridegroom older
Gauteng,2017,2018,40,35,Bridegroom older
KwaZulu-Natal,1981,2018,37,29,Bridegroom older
KwaZulu-Natal,1983,2018,29,26,Bridegroom older
KwaZulu-Natal,1987,2018,33,29,Bridegroom older
KwaZulu-Natal,1984,2018,29,21,Bridegroom older
KwaZulu-Natal,2018,2018,62,53,Bridegroom older
KwaZulu-Natal,2017,2018,51,36,Bridegroom older
KwaZulu-Natal,2018,2018,44,40,Bridegroom older
KwaZulu-Natal,2018,2018,44,40,Bridegroom older
KwaZulu-Natal,2018,2018,43,41,Bridegroom older
KwaZulu-Natal,2018,2018,43,42,Bridegroom older
KwaZulu-Natal,2018,2018,38,24,Bridegroom older
KwaZulu-Natal,2018,2018,37,36,Bridegroom older
KwaZulu-Natal,2018,2018,36,35,Bridegroom older
KwaZulu-Natal,2018,2018,34,36,Bridegroom younger
KwaZulu-Natal,2018,2018,33,27,Bridegroom older
KwaZulu-Natal,1968,2018,45,28,Bridegroom older
KwaZulu-Natal,1945,2018,15,15,Spouses same age
KwaZulu-Natal,1962,2018,29,29,Spouses same age
KwaZulu-Natal,1963,2018,28,28,Spouses same age
KwaZulu-Natal,1972,2018,36,24,Bridegroom older
KwaZulu-Natal,1962,2018,26,19,Bridegroom older
KwaZulu-Natal,1965,2018,25,23,Bridegroom older
KwaZulu-Natal,1971,2018,30,27,Bridegroom older
KwaZulu-Natal,1966,2018,20,20,Spouses same age
KwaZulu-Natal,1972,2018,22,18,Bridegroom older
KwaZulu-Natal,1970,2018,20,17,Bridegroom older
KwaZulu-Natal,2000,2018,43,37,Bridegroom older
KwaZulu-Natal,1992,2018,30,22,Bridegroom older
North West,2013,2018,33,28,Bridegroom older
Mpumalanga,1997,2018,47,40,Bridegroom older
Unknown,2013,2018,35,30,Bridegroom older
Free State,2010,2018,56,45,Bridegroom older
Free State,2006,2018,24,16,Bridegroom older
Mpumalanga,1990,2018,25,23,Bridegroom older
Free State,2016,2018,42,33,Bridegroom older
Outside RSA,2016,2018,28,29,Bridegroom younger
Mpumalanga,2015,2018,63,62,Bridegroom older
KwaZulu-Natal,1988,2018,60,36,Bridegroom older
KwaZulu-Natal,1969,2018,39,31,Bridegroom older
KwaZulu-Natal,1975,2018,45,21,Bridegroom older
KwaZulu-Natal,1974,2018,34,32,Bridegroom older
KwaZulu-Natal,1993,2018,47,35,Bridegroom older
KwaZulu-Natal,1973,2018,26,25,Bridegroom older
KwaZulu-Natal,1979,2018,30,19,Bridegroom older
KwaZulu-Natal,1980,2018,31,24,Bridegroom older
KwaZulu-Natal,1982,2018,32,24,Bridegroom older
KwaZulu-Natal,1980,2018,28,28,Spouses same age
KwaZulu-Natal,1973,2018,21,21,Spouses same age
KwaZulu-Natal,1988,2018,33,30,Bridegroom older
KwaZulu-Natal,1987,2018,32,23,Bridegroom older
KwaZulu-Natal,1979,2018,24,23,Bridegroom older
KwaZulu-Natal,2018,2018,61,48,Bridegroom older
KwaZulu-Natal,1990,2018,32,29,Bridegroom older
KwaZulu-Natal,1985,2018,27,24,Bridegroom older
KwaZulu-Natal,1985,2018,26,22,Bridegroom older
KwaZulu-Natal,1990,2018,29,19,Bridegroom older
KwaZulu-Natal,1992,2018,30,27,Bridegroom older
KwaZulu-Natal,2018,2018,37,31,Bridegroom older
KwaZulu-Natal,2018,2018,36,33,Bridegroom older
KwaZulu-Natal,2018,2018,33,28,Bridegroom older
KwaZulu-Natal,2018,2018,33,24,Bridegroom older
KwaZulu-Natal,2017,2018,28,32,Bridegroom younger
KwaZulu-Natal,2018,2018,28,25,Bridegroom older
Mpumalanga,2011,2018,33,32,Bridegroom older
Mpumalanga,2018,2018,38,21,Bridegroom older
Limpopo,1981,2018,29,27,Bridegroom older
Limpopo,1981,2018,38,34,Bridegroom older
Limpopo,1974,2018,31,25,Bridegroom older
Limpopo,1977,2018,32,19,Bridegroom older
Limpopo,1996,2018,47,18,Bridegroom older
Limpopo,1977,2018,25,20,Bridegroom older
Limpopo,1977,2018,24,23,Bridegroom older
Limpopo,1980,2018,23,20,Bridegroom older
Limpopo,1990,2018,31,24,Bridegroom older
Limpopo,Unspecified,2018,Unspecified,Unspecified,Unspecified
Limpopo,1991,2018,27,29,Bridegroom younger
Limpopo,1997,2018,24,22,Bridegroom older
Limpopo,1998,2018,25,21,Bridegroom older
Limpopo,1985,2018,27,16,Bridegroom older
KwaZulu-Natal,2018,2018,39,27,Bridegroom older
KwaZulu-Natal,2018,2018,61,62,Bridegroom younger
KwaZulu-Natal,2018,2018,64,52,Bridegroom older
KwaZulu-Natal,2018,2018,63,55,Bridegroom older
KwaZulu-Natal,1989,2018,31,33,Bridegroom younger
KwaZulu-Natal,1993,2018,35,20,Bridegroom older
KwaZulu-Natal,2008,2018,50,19,Bridegroom older
KwaZulu-Natal,2018,2018,53,51,Bridegroom older
KwaZulu-Natal,2018,2018,42,37,Bridegroom older
KwaZulu-Natal,2018,2018,40,37,Bridegroom older
KwaZulu-Natal,2018,2018,40,25,Bridegroom older
KwaZulu-Natal,2018,2018,37,36,Bridegroom older
KwaZulu-Natal,2018,2018,37,30,Bridegroom older
KwaZulu-Natal,2018,2018,34,31,Bridegroom older
KwaZulu-Natal,2018,2018,31,29,Bridegroom older
Gauteng,1990,2018,30,22,Bridegroom older
Eastern Cape,1977,2018,20,19,Bridegroom older
Free State,2005,2018,24,25,Bridegroom younger
KwaZulu-Natal,1994,2018,41,28,Bridegroom older
Mpumalanga,2010,2018,42,26,Bridegroom older
Limpopo,1996,2018,27,26,Bridegroom older
Limpopo,1984,2018,36,23,Bridegroom older
Eastern Cape,2018,2018,38,37,Bridegroom older
Eastern Cape,1994,2018,31,32,Bridegroom younger
Eastern Cape,2011,2018,48,38,Bridegroom older
KwaZulu-Natal,1970,2018,30,24,Bridegroom older
KwaZulu-Natal,1962,2018,22,20,Bridegroom older
KwaZulu-Natal,1973,2018,24,21,Bridegroom older
KwaZulu-Natal,1992,2018,34,26,Bridegroom older
KwaZulu-Natal,1980,2018,19,19,Spouses same age
KwaZulu-Natal,1968,2018,31,29,Bridegroom older
KwaZulu-Natal,1997,2018,60,48,Bridegroom older
KwaZulu-Natal,1988,2018,50,27,Bridegroom older
KwaZulu-Natal,1979,2018,37,31,Bridegroom older
KwaZulu-Natal,1999,2018,51,23,Bridegroom older
KwaZulu-Natal,1998,2018,50,28,Bridegroom older
KwaZulu-Natal,1997,2018,48,37,Bridegroom older
KwaZulu-Natal,1972,2018,21,22,Bridegroom younger
KwaZulu-Natal,1993,2018,41,38,Bridegroom older
KwaZulu-Natal,1981,2018,28,23,Bridegroom older
KwaZulu-Natal,1989,2018,35,25,Bridegroom older
KwaZulu-Natal,1997,2018,42,31,Bridegroom older
KwaZulu-Natal,1985,2018,28,22,Bridegroom older
KwaZulu-Natal,1984,2018,27,19,Bridegroom older
KwaZulu-Natal,1986,2018,29,25,Bridegroom older
KwaZulu-Natal,1980,2018,23,20,Bridegroom older
KwaZulu-Natal,1985,2018,28,25,Bridegroom older
KwaZulu-Natal,1999,2018,40,23,Bridegroom older
KwaZulu-Natal,1984,2018,23,20,Bridegroom older
KwaZulu-Natal,1996,2018,31,27,Bridegroom older
KwaZulu-Natal,2000,2018,31,34,Bridegroom younger
KwaZulu-Natal,1997,2018,26,22,Bridegroom older
KwaZulu-Natal,2018,2018,39,47,Bridegroom younger
KwaZulu-Natal,2018,2018,36,33,Bridegroom older
KwaZulu-Natal,1976,2018,25,20,Bridegroom older
Limpopo,1989,2018,49,43,Bridegroom older
Outside RSA,2016,2018,32,30,Bridegroom older
North West,2017,2018,40,32,Bridegroom older
Gauteng,2018,2018,48,27,Bridegroom older
KwaZulu-Natal,1967,2018,34,21,Bridegroom older
KwaZulu-Natal,1992,2018,49,30,Bridegroom older
KwaZulu-Natal,1994,2018,42,45,Bridegroom younger
KwaZulu-Natal,1979,2018,25,22,Bridegroom older
KwaZulu-Natal,1977,2018,21,18,Bridegroom older
KwaZulu-Natal,1985,2018,28,35,Bridegroom younger
KwaZulu-Natal,1984,2018,27,20,Bridegroom older
KwaZulu-Natal,1991,2018,31,31,Spouses same age
KwaZulu-Natal,1993,2018,30,24,Bridegroom older
KwaZulu-Natal,1987,2018,22,22,Spouses same age
KwaZulu-Natal,1989,2018,23,24,Bridegroom younger
KwaZulu-Natal,1974,2018,54,32,Bridegroom older
KwaZulu-Natal,1976,2018,37,42,Bridegroom younger
KwaZulu-Natal,1972,2018,31,23,Bridegroom older
KwaZulu-Natal,1980,2018,36,39,Bridegroom younger
KwaZulu-Natal,1981,2018,36,27,Bridegroom older
KwaZulu-Natal,1977,2018,29,22,Bridegroom older
KwaZulu-Natal,1976,2018,28,24,Bridegroom older
KwaZulu-Natal,1977,2018,29,19,Bridegroom older
KwaZulu-Natal,1980,2018,31,20,Bridegroom older
KwaZulu-Natal,1976,2018,27,21,Bridegroom older
KwaZulu-Natal,1975,2018,25,25,Spouses same age
KwaZulu-Natal,1978,2018,27,26,Bridegroom older
KwaZulu-Natal,1989,2018,37,32,Bridegroom older
KwaZulu-Natal,1981,2018,29,22,Bridegroom older
KwaZulu-Natal,1991,2018,38,38,Spouses same age
KwaZulu-Natal,1979,2018,25,21,Bridegroom older
KwaZulu-Natal,1975,2018,20,17,Bridegroom older
KwaZulu-Natal,1982,2018,26,22,Bridegroom older
KwaZulu-Natal,1980,2018,24,26,Bridegroom younger
KwaZulu-Natal,1988,2018,32,30,Bridegroom older
KwaZulu-Natal,1980,2018,23,18,Bridegroom older
KwaZulu-Natal,1986,2018,27,25,Bridegroom older
KwaZulu-Natal,1992,2018,33,27,Bridegroom older
KwaZulu-Natal,1986,2018,26,22,Bridegroom older
KwaZulu-Natal,1988,2018,28,20,Bridegroom older
KwaZulu-Natal,1982,2018,21,21,Spouses same age
KwaZulu-Natal,1996,2018,35,26,Bridegroom older
KwaZulu-Natal,1982,2018,20,20,Spouses same age
KwaZulu-Natal,1982,2018,20,21,Bridegroom younger
KwaZulu-Natal,1997,2018,34,31,Bridegroom older
KwaZulu-Natal,1987,2018,24,24,Spouses same age
KwaZulu-Natal,1987,2018,23,21,Bridegroom older
KwaZulu-Natal,1993,2018,25,19,Bridegroom older
KwaZulu-Natal,1989,2018,39,31,Bridegroom older
Limpopo,2018,2018,57,49,Bridegroom older
Unknown,2002,2018,40,30,Bridegroom older
North West,2017,2018,45,52,Bridegroom younger
Limpopo,2015,2018,52,42,Bridegroom older
KwaZulu-Natal,2018,2018,60,56,Bridegroom older
Gauteng,2017,2018,66,53,Bridegroom older
Gauteng,2014,2018,60,66,Bridegroom younger
Gauteng,2014,2018,60,44,Bridegroom older
Gauteng,1980,2018,16,12,Bridegroom older
Gauteng,2016,2018,48,38,Bridegroom older
Gauteng,2014,2018,45,39,Bridegroom older
Gauteng,2018,2018,39,32,Bridegroom older
Unknown,2015,2018,27,18,Bridegroom older
Limpopo,2015,2018,33,28,Bridegroom older
North West,2009,2018,35,34,Bridegroom older
North West,2014,2018,30,28,Bridegroom older
KwaZulu-Natal,2018,2018,62,39,Bridegroom older
KwaZulu-Natal,2016,2018,54,48,Bridegroom older
Limpopo,2009,2018,31,25,Bridegroom older
Eastern Cape,1973,2018,23,18,Bridegroom older
Eastern Cape,2001,2018,26,25,Bridegroom older
Mpumalanga,1980,2018,31,30,Bridegroom older
Mpumalanga,1982,2018,26,20,Bridegroom older
Mpumalanga,1986,2018,33,21,Bridegroom older
Mpumalanga,1986,2018,37,34,Bridegroom older
Mpumalanga,2018,2018,54,49,Bridegroom older
Mpumalanga,2006,2018,42,35,Bridegroom older
Mpumalanga,2005,2018,32,29,Bridegroom older
Gauteng,2011,2018,51,33,Bridegroom older
Mpumalanga,2005,2018,39,23,Bridegroom older
Mpumalanga,2017,2018,48,37,Bridegroom older
Mpumalanga,2010,2018,39,37,Bridegroom older
Mpumalanga,2011,2018,39,27,Bridegroom older
Mpumalanga,2015,2018,41,31,Bridegroom older
Eastern Cape,1975,2018,18,21,Bridegroom younger
Gauteng,2008,2018,45,30,Bridegroom older
Gauteng,2014,2018,49,42,Bridegroom older
Eastern Cape,2009,2018,45,38,Bridegroom older
Limpopo,2018,2018,34,28,Bridegroom older
Limpopo,2018,2018,48,40,Bridegroom older
North West,1998,2018,46,47,Bridegroom younger
Eastern Cape,1990,2018,29,18,Bridegroom older
Western Cape,2018,2018,45,41,Bridegroom older
Limpopo,2014,2018,42,27,Bridegroom older
KwaZulu-Natal,2017,2018,31,27,Bridegroom older
Limpopo,1981,2018,24,22,Bridegroom older
North West,2017,2018,66,43,Bridegroom older
Gauteng,1995,2018,48,53,Bridegroom younger
Gauteng,2017,2018,30,29,Bridegroom older
KwaZulu-Natal,2018,2018,76,56,Bridegroom older
KwaZulu-Natal,2006,2018,38,35,Bridegroom older
Unknown,2009,2018,42,42,Spouses same age
Northern Cape,2012,2018,34,32,Bridegroom older
Northern Cape,2018,2018,33,28,Bridegroom older
Northern Cape,2017,2018,29,25,Bridegroom older
Eastern Cape,2016,2018,46,45,Bridegroom older
North West,2018,2018,35,23,Bridegroom older
Gauteng,1966,2018,31,28,Bridegroom older
Gauteng,1963,2018,24,13,Bridegroom older
Gauteng,1980,2018,21,19,Bridegroom older
Gauteng,1986,2018,22,23,Bridegroom younger
Gauteng,2000,2018,28,31,Bridegroom younger
North West,1987,2018,32,28,Bridegroom older
North West,2017,2018,61,51,Bridegroom older
North West,2018,2018,48,42,Bridegroom older
North West,2011,2018,39,39,Spouses same age
Gauteng,1967,2018,24,17,Bridegroom older
Gauteng,1998,2018,52,37,Bridegroom older
KwaZulu-Natal,2018,2018,41,38,Bridegroom older
Mpumalanga,2005,2018,28,22,Bridegroom older
Eastern Cape,1978,2018,20,14,Bridegroom older
Eastern Cape,2017,2018,40,32,Bridegroom older
Unknown,2000,2018,58,26,Bridegroom older
Eastern Cape,2007,2018,24,20,Bridegroom older
North West,2015,2018,40,37,Bridegroom older
North West,2012,2018,57,51,Bridegroom older
KwaZulu-Natal,1966,2018,34,24,Bridegroom older
KwaZulu-Natal,1994,2018,44,34,Bridegroom older
KwaZulu-Natal,1991,2018,32,27,Bridegroom older
Mpumalanga,2016,2018,68,58,Bridegroom older
KwaZulu-Natal,1982,2018,27,22,Bridegroom older
Limpopo,1990,2018,21,18,Bridegroom older
Free State,2016,2018,39,30,Bridegroom older
Eastern Cape,2013,2018,28,20,Bridegroom older
Mpumalanga,1989,2018,34,22,Bridegroom older
KwaZulu-Natal,2018,2018,35,32,Bridegroom older
Northern Cape,1976,2018,28,26,Bridegroom older
Northern Cape,2017,2018,60,55,Bridegroom older
Northern Cape,2018,2018,42,35,Bridegroom older
Limpopo,2011,2018,37,33,Bridegroom older
Free State,2009,2018,39,29,Bridegroom older
Unknown,2018,2018,35,30,Bridegroom older
KwaZulu-Natal,2018,2018,37,34,Bridegroom older
Limpopo,1982,2018,31,27,Bridegroom older
Gauteng,2015,2018,58,53,Bridegroom older
Gauteng,2003,2018,44,48,Bridegroom younger
Gauteng,2010,2018,38,28,Bridegroom older
KwaZulu-Natal,2017,2018,41,26,Bridegroom older
Mpumalanga,1984,2018,25,23,Bridegroom older
Mpumalanga,2016,2018,57,53,Bridegroom older
Mpumalanga,2008,2018,38,29,Bridegroom older
Eastern Cape,1980,2018,25,17,Bridegroom older
KwaZulu-Natal,2018,2018,77,58,Bridegroom older
KwaZulu-Natal,2018,2018,45,42,Bridegroom older
Eastern Cape,2016,2018,37,30,Bridegroom older
KwaZulu-Natal,2018,2018,50,34,Bridegroom older
Mpumalanga,2012,2018,49,46,Bridegroom older
KwaZulu-Natal,2018,2018,41,39,Bridegroom older
KwaZulu-Natal,2018,2018,48,29,Bridegroom older
Mpumalanga,2011,2018,51,43,Bridegroom older
Mpumalanga,1986,2018,24,25,Bridegroom younger
Mpumalanga,2015,2018,42,43,Bridegroom younger
KwaZulu-Natal,2013,2018,58,37,Bridegroom older
KwaZulu-Natal,2017,2018,29,21,Bridegroom older
KwaZulu-Natal,2017,2018,49,49,Spouses same age
KwaZulu-Natal,2017,2018,77,42,Bridegroom older
KwaZulu-Natal,1963,2018,23,19,Bridegroom older
Eastern Cape,2009,2018,39,33,Bridegroom older
KwaZulu-Natal,1972,2018,34,28,Bridegroom older
KwaZulu-Natal,1974,2018,32,25,Bridegroom older
KwaZulu-Natal,1969,2018,22,21,Bridegroom older
KwaZulu-Natal,1986,2018,39,37,Bridegroom older
KwaZulu-Natal,1984,2018,35,26,Bridegroom older
KwaZulu-Natal,1994,2018,43,19,Bridegroom older
KwaZulu-Natal,1979,2018,27,22,Bridegroom older
KwaZulu-Natal,1975,2018,22,22,Spouses same age
KwaZulu-Natal,1983,2018,29,21,Bridegroom older
KwaZulu-Natal,1982,2018,28,25,Bridegroom older
KwaZulu-Natal,1992,2018,35,27,Bridegroom older
KwaZulu-Natal,1983,2018,25,25,Spouses same age
KwaZulu-Natal,1998,2018,38,41,Bridegroom younger
KwaZulu-Natal,2018,2018,54,48,Bridegroom older
KwaZulu-Natal,2017,2018,51,39,Bridegroom older
KwaZulu-Natal,2016,2018,49,37,Bridegroom older
KwaZulu-Natal,2018,2018,39,39,Spouses same age
KwaZulu-Natal,2017,2018,32,29,Bridegroom older
KwaZulu-Natal,2018,2018,32,31,Bridegroom older
Mpumalanga,2017,2018,52,43,Bridegroom older
Eastern Cape,2014,2018,30,27,Bridegroom older
North West,2016,2018,43,33,Bridegroom older
Limpopo,1987,2018,47,45,Bridegroom older
Limpopo,1988,2018,36,30,Bridegroom older
Limpopo,2016,2018,35,31,Bridegroom older
Limpopo,1978,2018,38,21,Bridegroom older
Gauteng,2001,2018,32,33,Bridegroom younger
Mpumalanga,2008,2018,68,49,Bridegroom older
Mpumalanga,2009,2018,63,56,Bridegroom older
Mpumalanga,2017,2018,34,31,Bridegroom older
Limpopo,2018,2018,50,32,Bridegroom older
Outside RSA,2013,2018,53,37,Bridegroom older
Limpopo,2002,2018,32,23,Bridegroom older
Limpopo,2014,2018,49,40,Bridegroom older
Gauteng,2017,2018,50,40,Bridegroom older
Limpopo,2010,2018,28,26,Bridegroom older
Limpopo,2013,2018,37,30,Bridegroom older
Mpumalanga,2002,2018,35,39,Bridegroom younger
North West,2006,2018,27,26,Bridegroom older
Eastern Cape,1977,2018,31,19,Bridegroom older
Eastern Cape,1976,2018,24,17,Bridegroom older
Eastern Cape,1978,2018,25,17,Bridegroom older
Eastern Cape,1979,2018,21,15,Bridegroom older
Eastern Cape,1986,2018,26,18,Bridegroom older
Eastern Cape,1986,2018,25,16,Bridegroom older
Eastern Cape,2009,2018,46,39,Bridegroom older
Eastern Cape,2008,2018,34,26,Bridegroom older
North West,2008,2018,39,27,Bridegroom older
Eastern Cape,1999,2018,42,39,Bridegroom older
Mpumalanga,2016,2018,25,24,Bridegroom older
Limpopo,2018,2018,45,31,Bridegroom older
Limpopo,2018,2018,45,31,Bridegroom older
Free State,2011,2018,36,29,Bridegroom older
KwaZulu-Natal,1976,2018,30,24,Bridegroom older
KwaZulu-Natal,1971,2018,23,19,Bridegroom older
KwaZulu-Natal,1980,2018,21,17,Bridegroom older
