ProvinceCode,MarriageYear,RegistrationYear,BridegroomAge,BrideAge,AgeDiff
KwaZulu-Natal,2018,2018,60,52,Bridegroom older
KwaZulu-Natal,1988,2018,29,25,Bridegroom older
KwaZulu-Natal,1989,2018,30,27,Bridegroom older
KwaZulu-Natal,1987,2018,26,22,Bridegroom older
KwaZulu-Natal,1992,2018,29,26,Bridegroom older
KwaZulu-Natal,2018,2018,54,56,Bridegroom younger
KwaZulu-Natal,1995,2018,31,27,Bridegroom older
KwaZulu-Natal,2018,2018,53,26,Bridegroom older
KwaZulu-Natal,2018,2018,50,34,Bridegroom older
KwaZulu-Natal,2018,2018,49,41,Bridegroom older
KwaZulu-Natal,2018,2018,48,41,Bridegroom older
KwaZulu-Natal,2018,2018,47,39,Bridegroom older
KwaZulu-Natal,2018,2018,45,44,Bridegroom older
KwaZulu-Natal,2018,2018,42,35,Bridegroom older
KwaZulu-Natal,2018,2018,39,32,Bridegroom older
KwaZulu-Natal,2018,2018,38,37,Bridegroom older
KwaZulu-Natal,2018,2018,38,28,Bridegroom older
KwaZulu-Natal,2018,2018,38,38,Spouses same age
KwaZulu-Natal,2018,2018,38,24,Bridegroom older
KwaZulu-Natal,2018,2018,38,34,Bridegroom older
KwaZulu-Natal,2017,2018,35,33,Bridegroom older
KwaZulu-Natal,2018,2018,36,34,Bridegroom older
KwaZulu-Natal,2018,2018,32,43,Bridegroom younger
KwaZulu-Natal,2018,2018,32,27,Bridegroom older
KwaZulu-Natal,2018,2018,29,24,Bridegroom older
KwaZulu-Natal,2018,2018,29,20,Bridegroom older
KwaZulu-Natal,2009,2018,26,20,Bridegroom older
KwaZulu-Natal,2011,2018,27,26,Bridegroom older
Eastern Cape,1998,2018,37,31,Bridegroom older
Eastern Cape,2017,2018,35,29,Bridegroom older
Eastern Cape,1983,2018,23,24,Bridegroom younger
Eastern Cape,2001,2018,32,23,Bridegroom older
KwaZulu-Natal,1967,2018,53,48,Bridegroom older
KwaZulu-Natal,1976,2018,48,33,Bridegroom older
KwaZulu-Natal,1959,2018,28,17,Bridegroom older
KwaZulu-Natal,1993,2018,54,52,Bridegroom older
KwaZulu-Natal,1976,2018,35,31,Bridegroom older
KwaZulu-Natal,1981,2018,40,23,Bridegroom older
KwaZulu-Natal,1972,2018,30,22,Bridegroom older
KwaZulu-Natal,1973,2018,27,25,Bridegroom older
KwaZulu-Natal,1985,2018,36,27,Bridegroom older
KwaZulu-Natal,1982,2018,32,27,Bridegroom older
KwaZulu-Natal,1984,2018,31,31,Spouses same age
KwaZulu-Natal,1993,2018,39,32,Bridegroom older
KwaZulu-Natal,1987,2018,29,27,Bridegroom older
KwaZulu-Natal,1985,2018,25,21,Bridegroom older
KwaZulu-Natal,1995,2018,35,30,Bridegroom older
KwaZulu-Natal,1998,2018,38,39,Bridegroom younger
KwaZulu-Natal,2018,2018,57,38,Bridegroom older
KwaZulu-Natal,1999,2018,38,27,Bridegroom older
KwaZulu-Natal,1987,2018,24,19,Bridegroom older
KwaZulu-Natal,2017,2018,52,41,Bridegroom older
KwaZulu-Natal,2018,2018,38,36,Bridegroom older
Limpopo,1974,2018,37,29,Bridegroom older
Mpumalanga,1990,2018,27,24,Bridegroom older
Mpumalanga,1999,2018,40,35,Bridegroom older
Mpumalanga,1986,2018,23,18,Bridegroom older
Mpumalanga,2012,2018,44,29,Bridegroom older
Mpumalanga,2016,2018,45,34,Bridegroom older
Eastern Cape,1972,2018,25,18,Bridegroom older
Eastern Cape,2004,2018,22,19,Bridegroom older
Eastern Cape,Unspecified,2018,Unspecified,Unspecified,Unspecified
Eastern Cape,1967,2018,27,27,Spouses same age
Eastern Cape,1989,2018,35,38,Bridegroom younger
Eastern Cape,2016,2018,47,35,Bridegroom older
Eastern Cape,2011,2018,40,34,Bridegroom older
Eastern Cape,2015,2018,29,25,Bridegroom older
Eastern Cape,2013,2018,23,19,Bridegroom older
Eastern Cape,1973,2018,21,20,Bridegroom older
Eastern Cape,2015,2018,49,41,Bridegroom older
Eastern Cape,2008,2018,39,34,Bridegroom older
Eastern Cape,2011,2018,39,33,Bridegroom older
Eastern Cape,1995,2018,23,19,Bridegroom older
Eastern Cape,2016,2018,36,34,Bridegroom older
Eastern Cape,1968,2018,19,17,Bridegroom older
Eastern Cape,2015,2018,52,38,Bridegroom older
Eastern Cape,1990,2018,20,20,Spouses same age
Eastern Cape,2017,2018,44,45,Bridegroom younger
Eastern Cape,1997,2018,21,19,Bridegroom older
Eastern Cape,2004,2018,21,19,Bridegroom older
Eastern Cape,2015,2018,32,25,Bridegroom older
Eastern Cape,2016,2018,28,24,Bridegroom older
KwaZulu-Natal,2018,2018,34,35,Bridegroom younger
Limpopo,1962,2018,22,23,Bridegroom younger
KwaZulu-Natal,2018,2018,39,28,Bridegroom older
Limpopo,2011,2018,53,47,Bridegroom older
Limpopo,1994,2018,23,22,Bridegroom older
KwaZulu-Natal,2018,2018,80,23,Bridegroom older
KwaZulu-Natal,2018,2018,77,64,Bridegroom older
KwaZulu-Natal,1962,2018,21,22,Bridegroom younger
KwaZulu-Natal,1975,2018,29,29,Spouses same age
KwaZulu-Natal,1974,2018,25,21,Bridegroom older
KwaZulu-Natal,2018,2018,68,40,Bridegroom older
KwaZulu-Natal,1974,2018,22,21,Bridegroom older
KwaZulu-Natal,2017,2018,64,33,Bridegroom older
KwaZulu-Natal,2017,2018,62,44,Bridegroom older
KwaZulu-Natal,2017,2018,62,60,Bridegroom older
KwaZulu-Natal,2017,2018,62,58,Bridegroom older
KwaZulu-Natal,2018,2018,63,42,Bridegroom older
KwaZulu-Natal,2018,2018,61,57,Bridegroom older
KwaZulu-Natal,2010,2018,52,35,Bridegroom older
KwaZulu-Natal,2008,2018,50,27,Bridegroom older
KwaZulu-Natal,2018,2018,60,29,Bridegroom older
KwaZulu-Natal,2018,2018,59,48,Bridegroom older
KwaZulu-Natal,1991,2018,29,32,Bridegroom younger
KwaZulu-Natal,2015,2018,53,51,Bridegroom older
KwaZulu-Natal,2018,2018,56,54,Bridegroom older
KwaZulu-Natal,2018,2018,53,53,Spouses same age
KwaZulu-Natal,2018,2018,48,28,Bridegroom older
KwaZulu-Natal,2018,2018,46,30,Bridegroom older
KwaZulu-Natal,2018,2018,45,37,Bridegroom older
KwaZulu-Natal,2018,2018,45,44,Bridegroom older
KwaZulu-Natal,2017,2018,42,34,Bridegroom older
KwaZulu-Natal,2017,2018,42,42,Spouses same age
KwaZulu-Natal,2018,2018,43,26,Bridegroom older
KwaZulu-Natal,2018,2018,41,29,Bridegroom older
KwaZulu-Natal,2018,2018,40,35,Bridegroom older
KwaZulu-Natal,2018,2018,40,34,Bridegroom older
KwaZulu-Natal,2018,2018,40,35,Bridegroom older
KwaZulu-Natal,2018,2018,38,44,Bridegroom younger
KwaZulu-Natal,2017,2018,33,23,Bridegroom older
KwaZulu-Natal,2018,2018,33,28,Bridegroom older
KwaZulu-Natal,2018,2018,33,33,Spouses same age
KwaZulu-Natal,2017,2018,30,29,Bridegroom older
KwaZulu-Natal,2018,2018,30,24,Bridegroom older
KwaZulu-Natal,2017,2018,27,25,Bridegroom older
KwaZulu-Natal,1969,2018,29,20,Bridegroom older
KwaZulu-Natal,1969,2018,24,19,Bridegroom older
KwaZulu-Natal,2018,2018,27,26,Bridegroom older
Limpopo,1977,2018,21,20,Bridegroom older
Limpopo,1970,2018,19,14,Bridegroom older
Limpopo,1994,2018,26,22,Bridegroom older
Limpopo,1989,2018,25,18,Bridegroom older
Limpopo,2016,2018,45,26,Bridegroom older
Limpopo,1993,2018,28,23,Bridegroom older
Limpopo,2018,2018,27,27,Spouses same age
Limpopo,1995,2018,36,30,Bridegroom older
Limpopo,1984,2018,45,30,Bridegroom older
Limpopo,1990,2018,23,18,Bridegroom older
Limpopo,1994,2018,22,20,Bridegroom older
Limpopo,1980,2018,36,23,Bridegroom older
KwaZulu-Natal,2010,2018,66,50,Bridegroom older
KwaZulu-Natal,2015,2018,57,34,Bridegroom older
Limpopo,1994,2018,26,23,Bridegroom older
Limpopo,1983,2018,55,31,Bridegroom older
Limpopo,1988,2018,30,31,Bridegroom younger
Limpopo,2018,2018,32,34,Bridegroom younger
KwaZulu-Natal,2017,2018,58,64,Bridegroom younger
KwaZulu-Natal,2014,2018,39,34,Bridegroom older
Unknown,1988,2018,30,18,Bridegroom older
Unknown,2009,2018,29,22,Bridegroom older
KwaZulu-Natal,2011,2018,44,26,Bridegroom older
KwaZulu-Natal,2017,2018,43,37,Bridegroom older
KwaZulu-Natal,2018,2018,46,41,Bridegroom older
Eastern Cape,2006,2018,32,26,Bridegroom older
Limpopo,2009,2018,43,39,Bridegroom older
Eastern Cape,2013,2018,53,46,Bridegroom older
KwaZulu-Natal,2018,2018,45,35,Bridegroom older
Unknown,2013,2018,53,46,Bridegroom older
KwaZulu-Natal,2018,2018,40,39,Bridegroom older
Limpopo,2016,2018,38,33,Bridegroom older
Limpopo,1980,2018,19,16,Bridegroom older
KwaZulu-Natal,1954,2018,25,25,Spouses same age
KwaZulu-Natal,1996,2018,76,43,Bridegroom older
KwaZulu-Natal,2015,2018,84,66,Bridegroom older
KwaZulu-Natal,1972,2018,40,38,Bridegroom older
KwaZulu-Natal,1970,2018,36,22,Bridegroom older
KwaZulu-Natal,1974,2018,40,29,Bridegroom older
KwaZulu-Natal,1966,2018,27,26,Bridegroom older
KwaZulu-Natal,1969,2018,28,27,Bridegroom older
KwaZulu-Natal,1982,2018,41,29,Bridegroom older
KwaZulu-Natal,1966,2018,23,21,Bridegroom older
KwaZulu-Natal,1972,2018,29,19,Bridegroom older
KwaZulu-Natal,1983,2018,38,25,Bridegroom older
KwaZulu-Natal,1970,2018,24,18,Bridegroom older
KwaZulu-Natal,1975,2018,29,29,Spouses same age
KwaZulu-Natal,1970,2018,24,20,Bridegroom older
KwaZulu-Natal,1972,2018,25,25,Spouses same age
KwaZulu-Natal,2018,2018,70,39,Bridegroom older
KwaZulu-Natal,2018,2018,69,40,Bridegroom older
KwaZulu-Natal,1988,2018,39,33,Bridegroom older
KwaZulu-Natal,2001,2018,51,50,Bridegroom older
KwaZulu-Natal,1989,2018,39,30,Bridegroom older
KwaZulu-Natal,1980,2018,30,28,Bridegroom older
KwaZulu-Natal,2016,2018,65,26,Bridegroom older
KwaZulu-Natal,1989,2018,37,29,Bridegroom older
KwaZulu-Natal,2018,2018,66,34,Bridegroom older
KwaZulu-Natal,1983,2018,30,25,Bridegroom older
KwaZulu-Natal,1989,2018,35,27,Bridegroom older
KwaZulu-Natal,1991,2018,37,28,Bridegroom older
KwaZulu-Natal,1987,2018,33,37,Bridegroom younger
KwaZulu-Natal,1983,2018,28,21,Bridegroom older
KwaZulu-Natal,1983,2018,28,21,Bridegroom older
KwaZulu-Natal,1986,2018,29,27,Bridegroom older
KwaZulu-Natal,2000,2018,43,31,Bridegroom older
KwaZulu-Natal,1997,2018,40,33,Bridegroom older
KwaZulu-Natal,2017,2018,60,65,Bridegroom younger
KwaZulu-Natal,1985,2018,28,24,Bridegroom older
KwaZulu-Natal,1992,2018,34,29,Bridegroom older
KwaZulu-Natal,1988,2018,30,28,Bridegroom older
KwaZulu-Natal,1986,2018,28,24,Bridegroom older
KwaZulu-Natal,1998,2018,39,32,Bridegroom older
KwaZulu-Natal,1989,2018,30,28,Bridegroom older
KwaZulu-Natal,1999,2018,38,36,Bridegroom older
KwaZulu-Natal,1996,2018,34,29,Bridegroom older
KwaZulu-Natal,1996,2018,33,33,Spouses same age
KwaZulu-Natal,1995,2018,31,27,Bridegroom older
KwaZulu-Natal,2018,2018,54,46,Bridegroom older
KwaZulu-Natal,1998,2018,32,27,Bridegroom older
KwaZulu-Natal,2017,2018,51,47,Bridegroom older
KwaZulu-Natal,2011,2018,45,43,Bridegroom older
KwaZulu-Natal,2018,2018,52,45,Bridegroom older
KwaZulu-Natal,2018,2018,50,36,Bridegroom older
KwaZulu-Natal,2016,2018,46,42,Bridegroom older
KwaZulu-Natal,2017,2018,42,36,Bridegroom older
KwaZulu-Natal,2017,2018,41,32,Bridegroom older
KwaZulu-Natal,2009,2018,32,26,Bridegroom older
KwaZulu-Natal,2013,2018,35,30,Bridegroom older
KwaZulu-Natal,2017,2018,38,27,Bridegroom older
KwaZulu-Natal,2014,2018,35,30,Bridegroom older
KwaZulu-Natal,2017,2018,38,33,Bridegroom older
KwaZulu-Natal,2015,2018,36,29,Bridegroom older
KwaZulu-Natal,2018,2018,38,24,Bridegroom older
KwaZulu-Natal,2017,2018,37,34,Bridegroom older
KwaZulu-Natal,2018,2018,37,37,Spouses same age
KwaZulu-Natal,2018,2018,36,30,Bridegroom older
KwaZulu-Natal,2015,2018,31,26,Bridegroom older
KwaZulu-Natal,2017,2018,29,27,Bridegroom older
KwaZulu-Natal,2002,2018,39,39,Spouses same age
Limpopo,1985,2018,45,40,Bridegroom older
Limpopo,1985,2018,37,33,Bridegroom older
Limpopo,1976,2018,27,25,Bridegroom older
Limpopo,1992,2018,40,24,Bridegroom older
Limpopo,1987,2018,34,35,Bridegroom younger
Limpopo,1991,2018,34,37,Bridegroom younger
Gauteng,2017,2018,53,57,Bridegroom younger
Mpumalanga,1972,2018,29,19,Bridegroom older
Mpumalanga,1975,2018,19,14,Bridegroom older
Western Cape,2017,2018,61,52,Bridegroom older
KwaZulu-Natal,1967,2018,37,25,Bridegroom older
KwaZulu-Natal,1968,2018,37,25,Bridegroom older
KwaZulu-Natal,1966,2018,23,19,Bridegroom older
KwaZulu-Natal,1968,2018,24,29,Bridegroom younger
KwaZulu-Natal,1981,2018,32,27,Bridegroom older
KwaZulu-Natal,1993,2018,43,39,Bridegroom older
KwaZulu-Natal,1980,2018,22,21,Bridegroom older
KwaZulu-Natal,1995,2018,36,32,Bridegroom older
KwaZulu-Natal,1989,2018,26,31,Bridegroom younger
KwaZulu-Natal,1961,2018,25,19,Bridegroom older
KwaZulu-Natal,1967,2018,31,22,Bridegroom older
KwaZulu-Natal,1961,2018,22,22,Spouses same age
KwaZulu-Natal,1964,2018,22,20,Bridegroom older
KwaZulu-Natal,1974,2018,31,26,Bridegroom older
KwaZulu-Natal,1987,2018,38,29,Bridegroom older
KwaZulu-Natal,2018,2018,64,52,Bridegroom older
KwaZulu-Natal,2018,2018,30,27,Bridegroom older
KwaZulu-Natal,2015,2018,45,45,Spouses same age
Mpumalanga,2015,2018,63,48,Bridegroom older
Unknown,2006,2018,33,27,Bridegroom older
KwaZulu-Natal,2017,2018,33,22,Bridegroom older
Eastern Cape,1983,2018,23,18,Bridegroom older
KwaZulu-Natal,2018,2018,27,26,Bridegroom older
Eastern Cape,2014,2018,42,37,Bridegroom older
KwaZulu-Natal,1996,2018,60,54,Bridegroom older
KwaZulu-Natal,1988,2018,38,37,Bridegroom older
KwaZulu-Natal,1984,2018,29,23,Bridegroom older
KwaZulu-Natal,1990,2018,32,30,Bridegroom older
KwaZulu-Natal,1992,2018,30,26,Bridegroom older
Limpopo,1988,2018,22,20,Bridegroom older
Limpopo,1988,2018,20,18,Bridegroom older
KwaZulu-Natal,2018,2018,45,41,Bridegroom older
KwaZulu-Natal,2017,2018,38,32,Bridegroom older
Limpopo,1962,2018,26,32,Bridegroom younger
Limpopo,1983,2018,26,15,Bridegroom older
Limpopo,2016,2018,57,42,Bridegroom older
Limpopo,1972,2018,42,19,Bridegroom older
Limpopo,1986,2018,27,18,Bridegroom older
KwaZulu-Natal,2017,2018,33,28,Bridegroom older
KwaZulu-Natal,2011,2018,40,26,Bridegroom older
KwaZulu-Natal,2017,2018,63,37,Bridegroom older
KwaZulu-Natal,2013,2018,59,51,Bridegroom older
KwaZulu-Natal,1988,2018,30,26,Bridegroom older
KwaZulu-Natal,2013,2018,33,26,Bridegroom older
KwaZulu-Natal,2017,2018,33,32,Bridegroom older
KwaZulu-Natal,2018,2018,52,45,Bridegroom older
KwaZulu-Natal,2018,2018,57,35,Bridegroom older
KwaZulu-Natal,2017,2018,39,26,Bridegroom older
KwaZulu-Natal,2017,2018,57,41,Bridegroom older
Limpopo,1980,2018,27,19,Bridegroom older
Limpopo,1977,2018,21,18,Bridegroom older
Limpopo,1979,2018,22,17,Bridegroom older
Limpopo,2012,2018,37,31,Bridegroom older
Limpopo,2007,2018,26,30,Bridegroom younger
KwaZulu-Natal,1959,2018,27,26,Bridegroom older
KwaZulu-Natal,1957,2018,44,16,Bridegroom older
KwaZulu-Natal,1977,2018,54,35,Bridegroom older
KwaZulu-Natal,1968,2018,33,23,Bridegroom older
KwaZulu-Natal,1968,2018,33,28,Bridegroom older
KwaZulu-Natal,1966,2018,30,28,Bridegroom older
KwaZulu-Natal,1969,2018,29,30,Bridegroom younger
KwaZulu-Natal,1964,2018,23,22,Bridegroom older
KwaZulu-Natal,1988,2018,47,39,Bridegroom older
KwaZulu-Natal,1970,2018,26,30,Bridegroom younger
KwaZulu-Natal,1970,2018,26,20,Bridegroom older
KwaZulu-Natal,1988,2018,44,31,Bridegroom older
KwaZulu-Natal,1970,2018,25,22,Bridegroom older
KwaZulu-Natal,1986,2018,39,34,Bridegroom older
KwaZulu-Natal,1977,2018,30,28,Bridegroom older
KwaZulu-Natal,1994,2018,46,41,Bridegroom older
KwaZulu-Natal,1998,2018,49,46,Bridegroom older
KwaZulu-Natal,2017,2018,68,49,Bridegroom older
KwaZulu-Natal,1982,2018,33,31,Bridegroom older
KwaZulu-Natal,1994,2018,44,40,Bridegroom older
KwaZulu-Natal,1990,2018,39,36,Bridegroom older
KwaZulu-Natal,2018,2018,67,56,Bridegroom older
KwaZulu-Natal,1984,2018,32,29,Bridegroom older
KwaZulu-Natal,2017,2018,64,59,Bridegroom older
KwaZulu-Natal,2018,2018,65,42,Bridegroom older
KwaZulu-Natal,1988,2018,34,36,Bridegroom younger
KwaZulu-Natal,1982,2018,28,27,Bridegroom older
KwaZulu-Natal,1983,2018,28,21,Bridegroom older
KwaZulu-Natal,1983,2018,27,26,Bridegroom older
KwaZulu-Natal,1994,2018,36,38,Bridegroom younger
KwaZulu-Natal,2018,2018,60,57,Bridegroom older
KwaZulu-Natal,1995,2018,37,39,Bridegroom younger
KwaZulu-Natal,1997,2018,39,28,Bridegroom older
KwaZulu-Natal,1991,2018,33,29,Bridegroom older
KwaZulu-Natal,1993,2018,35,31,Bridegroom older
KwaZulu-Natal,1999,2018,37,34,Bridegroom older
KwaZulu-Natal,2018,2018,55,34,Bridegroom older
KwaZulu-Natal,2000,2018,35,35,Spouses same age
KwaZulu-Natal,2014,2018,49,48,Bridegroom older
KwaZulu-Natal,2014,2018,49,42,Bridegroom older
KwaZulu-Natal,2017,2018,52,49,Bridegroom older
KwaZulu-Natal,2017,2018,52,45,Bridegroom older
KwaZulu-Natal,1991,2018,25,21,Bridegroom older
KwaZulu-Natal,2014,2018,48,46,Bridegroom older
KwaZulu-Natal,2018,2018,51,38,Bridegroom older
KwaZulu-Natal,2018,2018,49,43,Bridegroom older
KwaZulu-Natal,2017,2018,44,38,Bridegroom older
KwaZulu-Natal,2013,2018,39,34,Bridegroom older
KwaZulu-Natal,2017,2018,43,35,Bridegroom older
KwaZulu-Natal,2017,2018,43,38,Bridegroom older
KwaZulu-Natal,2017,2018,40,38,Bridegroom older
KwaZulu-Natal,2018,2018,40,33,Bridegroom older
KwaZulu-Natal,2018,2018,40,31,Bridegroom older
KwaZulu-Natal,2018,2018,39,38,Bridegroom older
KwaZulu-Natal,2018,2018,39,35,Bridegroom older
KwaZulu-Natal,2018,2018,39,36,Bridegroom older
KwaZulu-Natal,2018,2018,38,38,Spouses same age
KwaZulu-Natal,2016,2018,36,32,Bridegroom older
KwaZulu-Natal,2017,2018,37,27,Bridegroom older
KwaZulu-Natal,2018,2018,36,33,Bridegroom older
KwaZulu-Natal,2017,2018,35,37,Bridegroom younger
KwaZulu-Natal,2016,2018,33,32,Bridegroom older
KwaZulu-Natal,2018,2018,34,30,Bridegroom older
KwaZulu-Natal,2017,2018,31,25,Bridegroom older
KwaZulu-Natal,2017,2018,31,26,Bridegroom older
KwaZulu-Natal,2017,2018,30,26,Bridegroom older
Eastern Cape,2005,2018,24,18,Bridegroom older
Mpumalanga,1962,2018,23,31,Bridegroom younger
Mpumalanga,1982,2018,23,14,Bridegroom older
Mpumalanga,1990,2018,27,27,Spouses same age
KwaZulu-Natal,2017,2018,53,45,Bridegroom older
Gauteng,1976,2018,20,16,Bridegroom older
Gauteng,2016,2018,28,26,Bridegroom older
Gauteng,1997,2018,25,22,Bridegroom older
Limpopo,2018,2018,29,23,Bridegroom older
Limpopo,2012,2018,42,31,Bridegroom older
Limpopo,1999,2018,27,24,Bridegroom older
Limpopo,1967,2018,29,21,Bridegroom older
Limpopo,1999,2018,34,33,Bridegroom older
Limpopo,1981,2018,30,18,Bridegroom older
Limpopo,2002,2018,27,23,Bridegroom older
Limpopo,2006,2018,31,20,Bridegroom older
Limpopo,2000,2018,34,30,Bridegroom older
Eastern Cape,1960,2018,24,18,Bridegroom older
KwaZulu-Natal,2018,2018,41,36,Bridegroom older
KwaZulu-Natal,2018,2018,37,32,Bridegroom older
KwaZulu-Natal,2018,2018,38,38,Spouses same age
KwaZulu-Natal,2018,2018,30,28,Bridegroom older
KwaZulu-Natal,1958,2018,30,19,Bridegroom older
KwaZulu-Natal,2017,2018,77,42,Bridegroom older
KwaZulu-Natal,1975,2018,34,32,Bridegroom older
KwaZulu-Natal,1972,2018,29,26,Bridegroom older
KwaZulu-Natal,1972,2018,29,23,Bridegroom older
KwaZulu-Natal,1980,2018,36,33,Bridegroom older
KwaZulu-Natal,2003,2018,56,61,Bridegroom younger
KwaZulu-Natal,2018,2018,70,42,Bridegroom older
KwaZulu-Natal,1980,2018,32,27,Bridegroom older
KwaZulu-Natal,1982,2018,33,29,Bridegroom older
KwaZulu-Natal,1980,2018,30,23,Bridegroom older
KwaZulu-Natal,2018,2018,67,51,Bridegroom older
KwaZulu-Natal,1982,2018,31,24,Bridegroom older
KwaZulu-Natal,2018,2018,66,68,Bridegroom younger
KwaZulu-Natal,1980,2018,26,23,Bridegroom older
KwaZulu-Natal,2017,2018,62,33,Bridegroom older
KwaZulu-Natal,1981,2018,26,23,Bridegroom older
KwaZulu-Natal,1980,2018,24,22,Bridegroom older
KwaZulu-Natal,2018,2018,62,56,Bridegroom older
KwaZulu-Natal,1981,2018,25,24,Bridegroom older
KwaZulu-Natal,2018,2018,62,42,Bridegroom older
KwaZulu-Natal,1980,2018,23,23,Spouses same age
KwaZulu-Natal,2017,2018,60,41,Bridegroom older
KwaZulu-Natal,2017,2018,59,51,Bridegroom older
KwaZulu-Natal,1999,2018,41,41,Spouses same age
KwaZulu-Natal,2018,2018,60,48,Bridegroom older
KwaZulu-Natal,2018,2018,60,37,Bridegroom older
KwaZulu-Natal,2018,2018,57,53,Bridegroom older
KwaZulu-Natal,2015,2018,54,23,Bridegroom older
KwaZulu-Natal,2018,2018,56,52,Bridegroom older
KwaZulu-Natal,2017,2018,54,37,Bridegroom older
KwaZulu-Natal,2018,2018,55,55,Spouses same age
KwaZulu-Natal,2018,2018,54,43,Bridegroom older
KwaZulu-Natal,2018,2018,53,48,Bridegroom older
KwaZulu-Natal,2016,2018,51,42,Bridegroom older
KwaZulu-Natal,2017,2018,52,40,Bridegroom older
KwaZulu-Natal,1992,2018,27,24,Bridegroom older
KwaZulu-Natal,2009,2018,44,41,Bridegroom older
KwaZulu-Natal,2018,2018,51,46,Bridegroom older
KwaZulu-Natal,2018,2018,50,27,Bridegroom older
KwaZulu-Natal,2018,2018,49,38,Bridegroom older
KwaZulu-Natal,2018,2018,49,54,Bridegroom younger
KwaZulu-Natal,2018,2018,49,40,Bridegroom older
KwaZulu-Natal,2018,2018,49,39,Bridegroom older
KwaZulu-Natal,2018,2018,48,41,Bridegroom older
KwaZulu-Natal,2018,2018,48,48,Spouses same age
KwaZulu-Natal,2015,2018,45,33,Bridegroom older
KwaZulu-Natal,2018,2018,47,39,Bridegroom older
KwaZulu-Natal,2018,2018,47,58,Bridegroom younger
KwaZulu-Natal,2018,2018,47,40,Bridegroom older
KwaZulu-Natal,2018,2018,46,38,Bridegroom older
KwaZulu-Natal,2017,2018,45,37,Bridegroom older
KwaZulu-Natal,2017,2018,44,24,Bridegroom older
KwaZulu-Natal,2018,2018,45,46,Bridegroom younger
KwaZulu-Natal,2018,2018,45,39,Bridegroom older
KwaZulu-Natal,2018,2018,44,37,Bridegroom older
KwaZulu-Natal,2017,2018,42,41,Bridegroom older
KwaZulu-Natal,2018,2018,42,29,Bridegroom older
KwaZulu-Natal,2017,2018,41,29,Bridegroom older
KwaZulu-Natal,2018,2018,41,28,Bridegroom older
KwaZulu-Natal,2018,2018,41,38,Bridegroom older
KwaZulu-Natal,2018,2018,41,34,Bridegroom older
KwaZulu-Natal,2018,2018,41,41,Spouses same age
KwaZulu-Natal,2016,2018,39,31,Bridegroom older
KwaZulu-Natal,2018,2018,40,42,Bridegroom younger
KwaZulu-Natal,2018,2018,40,39,Bridegroom older
KwaZulu-Natal,2018,2018,40,30,Bridegroom older
KwaZulu-Natal,2015,2018,37,35,Bridegroom older
KwaZulu-Natal,2017,2018,39,24,Bridegroom older
KwaZulu-Natal,2018,2018,39,40,Bridegroom younger
KwaZulu-Natal,2018,2018,39,33,Bridegroom older
KwaZulu-Natal,2017,2018,38,31,Bridegroom older
KwaZulu-Natal,2018,2018,39,31,Bridegroom older
KwaZulu-Natal,2018,2018,39,34,Bridegroom older
KwaZulu-Natal,2018,2018,39,36,Bridegroom older
KwaZulu-Natal,2018,2018,39,27,Bridegroom older
KwaZulu-Natal,2018,2018,38,38,Spouses same age
KwaZulu-Natal,2017,2018,37,34,Bridegroom older
KwaZulu-Natal,2017,2018,37,34,Bridegroom older
KwaZulu-Natal,2017,2018,37,26,Bridegroom older
KwaZulu-Natal,2017,2018,37,34,Bridegroom older
KwaZulu-Natal,2018,2018,38,30,Bridegroom older
KwaZulu-Natal,2018,2018,37,34,Bridegroom older
KwaZulu-Natal,2017,2018,36,28,Bridegroom older
KwaZulu-Natal,2017,2018,35,30,Bridegroom older
KwaZulu-Natal,2018,2018,36,25,Bridegroom older
KwaZulu-Natal,2016,2018,34,32,Bridegroom older
KwaZulu-Natal,2018,2018,36,26,Bridegroom older
KwaZulu-Natal,2018,2018,35,30,Bridegroom older
KwaZulu-Natal,2017,2018,34,29,Bridegroom older
KwaZulu-Natal,2017,2018,34,28,Bridegroom older
KwaZulu-Natal,2018,2018,35,30,Bridegroom older
KwaZulu-Natal,2018,2018,34,24,Bridegroom older
KwaZulu-Natal,2018,2018,34,34,Spouses same age
KwaZulu-Natal,2018,2018,34,22,Bridegroom older
KwaZulu-Natal,2017,2018,33,30,Bridegroom older
KwaZulu-Natal,2018,2018,33,33,Spouses same age
KwaZulu-Natal,2017,2018,32,29,Bridegroom older
KwaZulu-Natal,2018,2018,32,30,Bridegroom older
KwaZulu-Natal,2018,2018,31,24,Bridegroom older
KwaZulu-Natal,2018,2018,31,28,Bridegroom older
KwaZulu-Natal,2018,2018,31,29,Bridegroom older
KwaZulu-Natal,2018,2018,31,23,Bridegroom older
KwaZulu-Natal,2017,2018,29,29,Spouses same age
KwaZulu-Natal,2018,2018,29,22,Bridegroom older
KwaZulu-Natal,2018,2018,28,28,Spouses same age
KwaZulu-Natal,2017,2018,26,67,Bridegroom younger
KwaZulu-Natal,2016,2018,23,20,Bridegroom older
KwaZulu-Natal,2018,2018,38,30,Bridegroom older
North West,2008,2018,49,41,Bridegroom older
KwaZulu-Natal,2016,2018,55,52,Bridegroom older
Northern Cape,2015,2018,44,43,Bridegroom older
Eastern Cape,1978,2018,24,23,Bridegroom older
Eastern Cape,2015,2018,38,34,Bridegroom older
Eastern Cape,1965,2018,36,25,Bridegroom older
