ProvinceCode,RegistrationMonth,RegistrationYear,Spouse1Age,Spouse2Age,AgeDiff
Gauteng,August,2018,35,42,Spouses-1 younger
Gauteng,August,2018,30,29,Spouses-1 older
Gauteng,August,2018,29,33,Spouses-1 younger
Gauteng,August,2018,35,24,Spouses-1 older
Gauteng,August,2018,40,34,Spouses-1 older
Gauteng,September,2018,29,38,Spouses-1 younger
Gauteng,September,2018,43,30,Spouses-1 older
Gauteng,September,2018,25,25,Spouses same age
Gauteng,September,2018,38,32,Spouses-1 older
Gauteng,September,2018,33,32,Spouses-1 older
Gauteng,September,2018,31,29,Spouses-1 older
Gauteng,September,2018,34,34,Spouses same age
Gauteng,September,2018,29,40,Spouses-1 younger
Gauteng,September,2018,57,39,Spouses-1 older
Gauteng,October,2018,35,34,Spouses-1 older
Gauteng,October,2018,28,28,Spouses same age
Gauteng,October,2018,49,43,Spouses-1 older
Gauteng,November,2018,36,29,Spouses-1 older
Gauteng,November,2018,54,62,Spouses-1 younger
Gauteng,November,2018,48,45,Spouses-1 older
Gauteng,November,2018,62,56,Spouses-1 older
Gauteng,November,2018,47,60,Spouses-1 younger
Gauteng,December,2018,69,81,Spouses-1 younger
Western Cape,January,2018,22,28,Spouses-1 younger
Western Cape,March,2018,41,37,Spouses-1 older
Western Cape,April,2018,65,60,Spouses-1 older
Western Cape,July,2018,28,26,Spouses-1 older
Western Cape,December,2018,58,50,Spouses-1 older
Western Cape,November,2018,55,61,Spouses-1 younger
Free State,February,2018,33,35,Spouses-1 younger
Free State,March,2018,36,32,Spouses-1 older
Western Cape,August,2018,48,56,Spouses-1 younger
Western Cape,October,2018,33,27,Spouses-1 older
Gauteng,October,2018,33,30,Spouses-1 older
Gauteng,January,2018,31,31,Spouses same age
Gauteng,April,2018,57,48,Spouses-1 older
Gauteng,July,2018,31,25,Spouses-1 older
Gauteng,August,2018,34,30,Spouses-1 older
Gauteng,August,2018,28,30,Spouses-1 younger
Gauteng,September,2018,29,24,Spouses-1 older
Gauteng,November,2018,31,35,Spouses-1 younger
Gauteng,November,2018,32,43,Spouses-1 younger
KwaZulu-Natal,September,2018,40,20,Spouses-1 older
KwaZulu-Natal,September,2018,49,48,Spouses-1 older
Western Cape,May,2018,49,34,Spouses-1 older
Western Cape,November,2018,36,35,Spouses-1 older
Eastern Cape,February,2018,34,44,Spouses-1 younger
Eastern Cape,February,2018,40,45,Spouses-1 younger
Eastern Cape,February,2018,29,49,Spouses-1 younger
Eastern Cape,September,2018,48,47,Spouses-1 older
Western Cape,March,2018,37,33,Spouses-1 older
Western Cape,September,2018,37,33,Spouses-1 older
Gauteng,July,2018,25,26,Spouses-1 younger
Mpumalanga,February,2018,32,45,Spouses-1 younger
Mpumalanga,May,2018,28,25,Spouses-1 older
Mpumalanga,November,2018,41,32,Spouses-1 older
KwaZulu-Natal,October,2018,32,34,Spouses-1 younger
KwaZulu-Natal,March,2018,65,47,Spouses-1 older
KwaZulu-Natal,March,2018,48,39,Spouses-1 older
KwaZulu-Natal,April,2018,29,30,Spouses-1 younger
KwaZulu-Natal,April,2018,48,52,Spouses-1 younger
KwaZulu-Natal,April,2018,40,34,Spouses-1 older
KwaZulu-Natal,April,2018,31,29,Spouses-1 older
KwaZulu-Natal,September,2018,61,58,Spouses-1 older
KwaZulu-Natal,October,2018,21,30,Spouses-1 younger
KwaZulu-Natal,October,2018,44,43,Spouses-1 older
KwaZulu-Natal,November,2018,35,31,Spouses-1 older
KwaZulu-Natal,November,2018,40,35,Spouses-1 older
KwaZulu-Natal,November,2018,76,66,Spouses-1 older
KwaZulu-Natal,December,2018,21,29,Spouses-1 younger
KwaZulu-Natal,January,2018,37,38,Spouses-1 younger
KwaZulu-Natal,January,2018,34,30,Spouses-1 older
KwaZulu-Natal,January,2018,45,43,Spouses-1 older
KwaZulu-Natal,January,2018,32,31,Spouses-1 older
KwaZulu-Natal,February,2018,45,44,Spouses-1 older
KwaZulu-Natal,February,2018,30,28,Spouses-1 older
KwaZulu-Natal,February,2018,36,30,Spouses-1 older
KwaZulu-Natal,March,2018,57,53,Spouses-1 older
KwaZulu-Natal,April,2018,31,28,Spouses-1 older
KwaZulu-Natal,April,2018,34,31,Spouses-1 older
KwaZulu-Natal,May,2018,60,45,Spouses-1 older
KwaZulu-Natal,May,2018,31,31,Spouses same age
KwaZulu-Natal,May,2018,90,55,Spouses-1 older
KwaZulu-Natal,June,2018,36,33,Spouses-1 older
KwaZulu-Natal,June,2018,34,29,Spouses-1 older
KwaZulu-Natal,June,2018,33,27,Spouses-1 older
KwaZulu-Natal,June,2018,26,26,Spouses same age
KwaZulu-Natal,June,2018,36,31,Spouses-1 older
KwaZulu-Natal,July,2018,70,55,Spouses-1 older
KwaZulu-Natal,July,2018,34,30,Spouses-1 older
KwaZulu-Natal,July,2018,39,36,Spouses-1 older
KwaZulu-Natal,July,2018,41,37,Spouses-1 older
KwaZulu-Natal,July,2018,27,24,Spouses-1 older
KwaZulu-Natal,August,2018,32,40,Spouses-1 younger
KwaZulu-Natal,August,2018,29,28,Spouses-1 older
KwaZulu-Natal,August,2018,31,37,Spouses-1 younger
KwaZulu-Natal,August,2018,30,28,Spouses-1 older
KwaZulu-Natal,August,2018,32,34,Spouses-1 younger
KwaZulu-Natal,August,2018,33,34,Spouses-1 younger
KwaZulu-Natal,September,2018,30,21,Spouses-1 older
KwaZulu-Natal,September,2018,34,26,Spouses-1 older
KwaZulu-Natal,September,2018,28,24,Spouses-1 older
KwaZulu-Natal,September,2018,52,42,Spouses-1 older
KwaZulu-Natal,September,2018,38,25,Spouses-1 older
KwaZulu-Natal,October,2018,66,36,Spouses-1 older
KwaZulu-Natal,October,2018,34,34,Spouses same age
KwaZulu-Natal,October,2018,61,49,Spouses-1 older
KwaZulu-Natal,November,2018,39,35,Spouses-1 older
KwaZulu-Natal,November,2018,33,36,Spouses-1 younger
KwaZulu-Natal,November,2018,49,52,Spouses-1 younger
KwaZulu-Natal,November,2018,48,36,Spouses-1 older
KwaZulu-Natal,December,2018,47,36,Spouses-1 older
KwaZulu-Natal,December,2018,35,34,Spouses-1 older
KwaZulu-Natal,December,2018,47,41,Spouses-1 older
KwaZulu-Natal,December,2018,38,36,Spouses-1 older
Western Cape,April,2018,42,50,Spouses-1 younger
Western Cape,February,2018,32,25,Spouses-1 older
Western Cape,April,2018,35,34,Spouses-1 older
Western Cape,April,2018,75,66,Spouses-1 older
Western Cape,April,2018,32,31,Spouses-1 older
Western Cape,April,2018,33,32,Spouses-1 older
Western Cape,April,2018,43,49,Spouses-1 younger
Western Cape,April,2018,35,32,Spouses-1 older
Western Cape,May,2018,30,33,Spouses-1 younger
Western Cape,May,2018,26,25,Spouses-1 older
Western Cape,July,2018,46,53,Spouses-1 younger
Western Cape,July,2018,46,46,Spouses same age
Western Cape,September,2018,44,50,Spouses-1 younger
Western Cape,September,2018,27,25,Spouses-1 older
Western Cape,September,2018,46,48,Spouses-1 younger
Western Cape,October,2018,33,33,Spouses same age
Western Cape,December,2018,36,36,Spouses same age
Western Cape,December,2018,47,39,Spouses-1 older
Eastern Cape,February,2018,36,32,Spouses-1 older
Eastern Cape,February,2018,30,27,Spouses-1 older
Eastern Cape,September,2018,39,34,Spouses-1 older
Eastern Cape,September,2018,36,31,Spouses-1 older
Eastern Cape,October,2018,34,25,Spouses-1 older
Eastern Cape,November,2018,80,72,Spouses-1 older
Eastern Cape,November,2018,26,25,Spouses-1 older
Gauteng,April,2018,55,40,Spouses-1 older
Gauteng,April,2018,34,41,Spouses-1 younger
Gauteng,May,2018,49,45,Spouses-1 older
Gauteng,June,2018,29,28,Spouses-1 older
Gauteng,July,2018,45,50,Spouses-1 younger
Gauteng,October,2018,22,23,Spouses-1 younger
Gauteng,November,2018,48,45,Spouses-1 older
Western Cape,October,2018,25,26,Spouses-1 younger
Western Cape,November,2018,34,37,Spouses-1 younger
Western Cape,December,2018,30,32,Spouses-1 younger
Gauteng,March,2018,38,33,Spouses-1 older
Western Cape,September,2018,39,36,Spouses-1 older
Western Cape,September,2018,32,37,Spouses-1 younger
Gauteng,November,2018,33,27,Spouses-1 older
KwaZulu-Natal,November,2018,26,28,Spouses-1 younger
Mpumalanga,April,2018,43,37,Spouses-1 older
KwaZulu-Natal,July,2018,38,38,Spouses same age
KwaZulu-Natal,July,2018,50,52,Spouses-1 younger
KwaZulu-Natal,September,2018,47,42,Spouses-1 older
Mpumalanga,April,2018,30,44,Spouses-1 younger
Mpumalanga,April,2018,41,33,Spouses-1 older
Mpumalanga,November,2018,36,24,Spouses-1 older
KwaZulu-Natal,February,2018,30,30,Spouses same age
KwaZulu-Natal,May,2018,26,28,Spouses-1 younger
Western Cape,May,2018,29,35,Spouses-1 younger
Gauteng,February,2018,51,56,Spouses-1 younger
Gauteng,May,2018,43,40,Spouses-1 older
Western Cape,December,2018,34,29,Spouses-1 older
Western Cape,December,2018,35,53,Spouses-1 younger
Western Cape,March,2018,48,34,Spouses-1 older
Western Cape,April,2018,35,38,Spouses-1 younger
Western Cape,September,2018,31,33,Spouses-1 younger
Western Cape,December,2018,29,24,Spouses-1 older
Western Cape,December,2018,33,32,Spouses-1 older
Western Cape,March,2018,36,41,Spouses-1 younger
Western Cape,August,2018,43,38,Spouses-1 older
Western Cape,September,2018,30,32,Spouses-1 younger
Western Cape,October,2018,29,28,Spouses-1 older
Western Cape,December,2018,31,31,Spouses same age
Western Cape,December,2018,22,30,Spouses-1 younger
Western Cape,March,2018,40,34,Spouses-1 older
KwaZulu-Natal,February,2018,32,24,Spouses-1 older
Western Cape,June,2018,37,32,Spouses-1 older
Western Cape,March,2018,39,45,Spouses-1 younger
Western Cape,April,2018,60,64,Spouses-1 younger
Western Cape,May,2018,39,32,Spouses-1 older
Western Cape,June,2018,48,40,Spouses-1 older
Western Cape,June,2018,25,25,Spouses same age
Western Cape,August,2018,71,47,Spouses-1 older
Western Cape,August,2018,33,25,Spouses-1 older
Western Cape,August,2018,34,41,Spouses-1 younger
Western Cape,October,2018,38,34,Spouses-1 older
Western Cape,October,2018,37,30,Spouses-1 older
Western Cape,October,2018,33,24,Spouses-1 older
Western Cape,November,2018,76,49,Spouses-1 older
Western Cape,November,2018,27,33,Spouses-1 younger
Western Cape,November,2018,34,35,Spouses-1 younger
Western Cape,December,2018,40,39,Spouses-1 older
Western Cape,December,2018,36,25,Spouses-1 older
Gauteng,February,2018,29,29,Spouses same age
Gauteng,June,2018,65,62,Spouses-1 older
Gauteng,September,2018,74,62,Spouses-1 older
Gauteng,September,2018,46,49,Spouses-1 younger
Gauteng,October,2018,46,26,Spouses-1 older
KwaZulu-Natal,April,2018,44,44,Spouses same age
Western Cape,November,2018,37,41,Spouses-1 younger
Western Cape,January,2018,43,49,Spouses-1 younger
Western Cape,December,2018,29,35,Spouses-1 younger
Western Cape,March,2018,34,25,Spouses-1 older
Western Cape,June,2018,57,62,Spouses-1 younger
Western Cape,November,2018,39,32,Spouses-1 older
Western Cape,October,2018,36,33,Spouses-1 older
Limpopo,March,2018,29,29,Spouses same age
Northern Cape,April,2018,27,23,Spouses-1 older
Limpopo,May,2018,31,29,Spouses-1 older
Gauteng,October,2018,28,30,Spouses-1 younger
North West,January,2018,40,41,Spouses-1 younger
North West,January,2018,37,38,Spouses-1 younger
North West,April,2018,33,33,Spouses same age
North West,October,2018,43,42,Spouses-1 older
North West,November,2018,28,23,Spouses-1 older
North West,December,2018,26,27,Spouses-1 younger
North West,March,2018,28,28,Spouses same age
North West,August,2018,30,33,Spouses-1 younger
Gauteng,December,2018,47,40,Spouses-1 older
Gauteng,April,2018,24,26,Spouses-1 younger
Gauteng,August,2018,49,40,Spouses-1 older
Gauteng,October,2018,32,31,Spouses-1 older
Gauteng,November,2018,32,23,Spouses-1 older
Western Cape,April,2018,56,52,Spouses-1 older
Western Cape,December,2018,56,46,Spouses-1 older
Western Cape,October,2018,41,42,Spouses-1 younger
KwaZulu-Natal,March,2018,30,34,Spouses-1 younger
KwaZulu-Natal,June,2018,44,34,Spouses-1 older
KwaZulu-Natal,September,2018,51,54,Spouses-1 younger
KwaZulu-Natal,February,2018,54,60,Spouses-1 younger
KwaZulu-Natal,June,2018,39,36,Spouses-1 older
Eastern Cape,February,2018,46,31,Spouses-1 older
Eastern Cape,November,2018,47,37,Spouses-1 older
Western Cape,June,2018,56,50,Spouses-1 older
Western Cape,October,2018,38,36,Spouses-1 older
KwaZulu-Natal,December,2018,31,38,Spouses-1 younger
KwaZulu-Natal,February,2018,52,34,Spouses-1 older
KwaZulu-Natal,March,2018,31,30,Spouses-1 older
KwaZulu-Natal,April,2018,31,26,Spouses-1 older
KwaZulu-Natal,July,2018,31,33,Spouses-1 younger
KwaZulu-Natal,September,2018,44,42,Spouses-1 older
KwaZulu-Natal,September,2018,46,29,Spouses-1 older
KwaZulu-Natal,October,2018,42,38,Spouses-1 older
Gauteng,December,2018,31,35,Spouses-1 younger
Eastern Cape,April,2018,76,63,Spouses-1 older
Gauteng,November,2018,46,42,Spouses-1 older
Gauteng,February,2018,38,46,Spouses-1 younger
Gauteng,June,2018,34,45,Spouses-1 younger
Gauteng,November,2018,45,48,Spouses-1 younger
Gauteng,December,2018,23,24,Spouses-1 younger
Gauteng,December,2018,44,29,Spouses-1 older
Gauteng,December,2018,29,27,Spouses-1 older
Gauteng,December,2018,34,21,Spouses-1 older
Gauteng,December,2018,44,40,Spouses-1 older
Gauteng,December,2018,31,36,Spouses-1 younger
Gauteng,January,2018,42,41,Spouses-1 older
Gauteng,January,2018,44,38,Spouses-1 older
Gauteng,January,2018,36,33,Spouses-1 older
Gauteng,January,2018,48,49,Spouses-1 younger
Gauteng,January,2018,39,40,Spouses-1 younger
Gauteng,January,2018,71,75,Spouses-1 younger
Gauteng,January,2018,47,31,Spouses-1 older
Gauteng,February,2018,37,40,Spouses-1 younger
Gauteng,February,2018,25,27,Spouses-1 younger
Gauteng,February,2018,59,48,Spouses-1 older
Gauteng,February,2018,47,48,Spouses-1 younger
Gauteng,February,2018,35,35,Spouses same age
Gauteng,February,2018,62,47,Spouses-1 older
Gauteng,February,2018,60,44,Spouses-1 older
Gauteng,February,2018,27,33,Spouses-1 younger
Gauteng,March,2018,29,29,Spouses same age
Gauteng,March,2018,45,30,Spouses-1 older
Gauteng,March,2018,46,40,Spouses-1 older
Gauteng,March,2018,32,29,Spouses-1 older
Gauteng,March,2018,44,28,Spouses-1 older
Gauteng,March,2018,33,33,Spouses same age
Gauteng,March,2018,49,44,Spouses-1 older
Gauteng,March,2018,32,28,Spouses-1 older
Gauteng,April,2018,36,33,Spouses-1 older
Gauteng,April,2018,64,66,Spouses-1 younger
Gauteng,April,2018,46,37,Spouses-1 older
Gauteng,April,2018,37,36,Spouses-1 older
Gauteng,April,2018,47,42,Spouses-1 older
Gauteng,April,2018,39,35,Spouses-1 older
Gauteng,April,2018,36,34,Spouses-1 older
Gauteng,April,2018,34,40,Spouses-1 younger
Gauteng,April,2018,41,39,Spouses-1 older
Gauteng,April,2018,50,47,Spouses-1 older
Gauteng,April,2018,44,39,Spouses-1 older
Gauteng,April,2018,31,32,Spouses-1 younger
Gauteng,April,2018,25,28,Spouses-1 younger
Gauteng,April,2018,62,54,Spouses-1 older
Gauteng,April,2018,40,29,Spouses-1 older
Gauteng,May,2018,30,26,Spouses-1 older
Gauteng,May,2018,29,31,Spouses-1 younger
Gauteng,May,2018,32,40,Spouses-1 younger
Gauteng,May,2018,36,39,Spouses-1 younger
Gauteng,May,2018,32,38,Spouses-1 younger
Gauteng,May,2018,37,37,Spouses same age
Gauteng,May,2018,23,28,Spouses-1 younger
Gauteng,May,2018,39,48,Spouses-1 younger
Gauteng,May,2018,36,32,Spouses-1 older
Gauteng,May,2018,30,24,Spouses-1 older
Gauteng,May,2018,44,40,Spouses-1 older
Gauteng,May,2018,38,38,Spouses same age
Gauteng,May,2018,33,30,Spouses-1 older
Gauteng,May,2018,37,27,Spouses-1 older
Gauteng,June,2018,43,47,Spouses-1 younger
Gauteng,June,2018,46,35,Spouses-1 older
Gauteng,June,2018,54,34,Spouses-1 older
Gauteng,June,2018,46,46,Spouses same age
Gauteng,June,2018,21,19,Spouses-1 older
Gauteng,June,2018,33,32,Spouses-1 older
Gauteng,July,2018,34,45,Spouses-1 younger
Gauteng,July,2018,49,37,Spouses-1 older
Gauteng,July,2018,45,32,Spouses-1 older
Gauteng,July,2018,33,31,Spouses-1 older
Gauteng,July,2018,64,52,Spouses-1 older
Gauteng,July,2018,36,39,Spouses-1 younger
Gauteng,July,2018,39,36,Spouses-1 older
Gauteng,July,2018,50,54,Spouses-1 younger
Gauteng,July,2018,45,51,Spouses-1 younger
Gauteng,July,2018,33,36,Spouses-1 younger
Gauteng,July,2018,30,31,Spouses-1 younger
Gauteng,July,2018,31,38,Spouses-1 younger
Gauteng,July,2018,48,42,Spouses-1 older
Gauteng,August,2018,30,40,Spouses-1 younger
Gauteng,August,2018,30,30,Spouses same age
Gauteng,August,2018,44,38,Spouses-1 older
Gauteng,August,2018,35,34,Spouses-1 older
Gauteng,August,2018,42,42,Spouses same age
Gauteng,August,2018,33,31,Spouses-1 older
Gauteng,September,2018,37,37,Spouses same age
Gauteng,September,2018,28,42,Spouses-1 younger
Gauteng,September,2018,34,54,Spouses-1 younger
Gauteng,September,2018,39,36,Spouses-1 older
Gauteng,September,2018,33,29,Spouses-1 older
Gauteng,September,2018,32,31,Spouses-1 older
Gauteng,September,2018,37,35,Spouses-1 older
Gauteng,September,2018,50,42,Spouses-1 older
Gauteng,September,2018,37,36,Spouses-1 older
Gauteng,September,2018,30,23,Spouses-1 older
Gauteng,September,2018,28,31,Spouses-1 younger
Gauteng,September,2018,31,27,Spouses-1 older
Gauteng,September,2018,25,48,Spouses-1 younger
Gauteng,September,2018,39,39,Spouses same age
Gauteng,September,2018,30,26,Spouses-1 older
Gauteng,September,2018,40,41,Spouses-1 younger
Gauteng,September,2018,38,46,Spouses-1 younger
Gauteng,October,2018,35,34,Spouses-1 older
Gauteng,October,2018,21,31,Spouses-1 younger
Gauteng,October,2018,36,29,Spouses-1 older
Gauteng,October,2018,37,37,Spouses same age
Gauteng,October,2018,29,32,Spouses-1 younger
Gauteng,October,2018,33,38,Spouses-1 younger
Gauteng,October,2018,39,40,Spouses-1 younger
Gauteng,October,2018,33,24,Spouses-1 older
Gauteng,October,2018,34,27,Spouses-1 older
Gauteng,October,2018,28,27,Spouses-1 older
Gauteng,October,2018,50,53,Spouses-1 younger
Gauteng,October,2018,30,53,Spouses-1 younger
Gauteng,October,2018,39,35,Spouses-1 older
Gauteng,October,2018,33,34,Spouses-1 younger
Gauteng,November,2018,46,43,Spouses-1 older
Gauteng,November,2018,26,27,Spouses-1 younger
Gauteng,November,2018,40,32,Spouses-1 older
Gauteng,November,2018,37,36,Spouses-1 older
Gauteng,November,2018,48,39,Spouses-1 older
Gauteng,November,2018,33,33,Spouses same age
Gauteng,November,2018,56,37,Spouses-1 older
Gauteng,November,2018,24,24,Spouses same age
Gauteng,November,2018,28,26,Spouses-1 older
Gauteng,November,2018,46,41,Spouses-1 older
Gauteng,November,2018,36,34,Spouses-1 older
Gauteng,December,2018,43,42,Spouses-1 older
Gauteng,December,2018,36,33,Spouses-1 older
Gauteng,December,2018,33,28,Spouses-1 older
Gauteng,December,2018,54,41,Spouses-1 older
Gauteng,December,2018,52,50,Spouses-1 older
Eastern Cape,June,2018,49,62,Spouses-1 younger
Mpumalanga,November,2018,33,32,Spouses-1 older
Western Cape,August,2018,38,36,Spouses-1 older
Gauteng,March,2018,35,29,Spouses-1 older
Gauteng,April,2018,47,37,Spouses-1 older
Gauteng,April,2018,30,26,Spouses-1 older
Gauteng,August,2018,43,37,Spouses-1 older
Gauteng,September,2018,27,29,Spouses-1 younger
Gauteng,October,2018,22,27,Spouses-1 younger
Gauteng,November,2018,41,21,Spouses-1 older
Gauteng,January,2018,75,75,Spouses same age
Northern Cape,February,2018,22,28,Spouses-1 younger
Northern Cape,March,2018,25,22,Spouses-1 older
Northern Cape,April,2018,29,34,Spouses-1 younger
Northern Cape,April,2018,45,41,Spouses-1 older
Northern Cape,April,2018,34,33,Spouses-1 older
Northern Cape,July,2018,38,32,Spouses-1 older
Northern Cape,July,2018,40,36,Spouses-1 older
Northern Cape,August,2018,27,29,Spouses-1 younger
Northern Cape,December,2018,30,29,Spouses-1 older
Western Cape,June,2018,48,39,Spouses-1 older
Western Cape,August,2018,33,28,Spouses-1 older
Western Cape,November,2018,50,53,Spouses-1 younger
North West,May,2018,56,60,Spouses-1 younger
North West,July,2018,31,28,Spouses-1 older
North West,August,2018,45,53,Spouses-1 younger
North West,September,2018,44,39,Spouses-1 older
North West,September,2018,31,23,Spouses-1 older
North West,September,2018,26,28,Spouses-1 younger
North West,September,2018,37,29,Spouses-1 older
North West,November,2018,41,44,Spouses-1 younger
North West,November,2018,24,30,Spouses-1 younger
North West,November,2018,78,23,Spouses-1 older
North West,November,2018,41,30,Spouses-1 older
Western Cape,November,2018,54,39,Spouses-1 older
KwaZulu-Natal,November,2018,56,55,Spouses-1 older
Mpumalanga,January,2018,42,59,Spouses-1 younger
KwaZulu-Natal,August,2018,42,45,Spouses-1 younger
Western Cape,April,2018,41,39,Spouses-1 older
Western Cape,August,2018,54,37,Spouses-1 older
Free State,April,2018,49,52,Spouses-1 younger
Gauteng,December,2018,37,46,Spouses-1 younger
Gauteng,January,2018,28,24,Spouses-1 older
Gauteng,January,2018,41,35,Spouses-1 older
Gauteng,January,2018,25,31,Spouses-1 younger
Gauteng,February,2018,47,47,Spouses same age
Gauteng,February,2018,47,46,Spouses-1 older
Gauteng,February,2018,53,69,Spouses-1 younger
Gauteng,April,2018,32,30,Spouses-1 older
Gauteng,May,2018,56,52,Spouses-1 older
Gauteng,June,2018,43,35,Spouses-1 older
Gauteng,June,2018,31,27,Spouses-1 older
Gauteng,August,2018,49,47,Spouses-1 older
Gauteng,September,2018,31,31,Spouses same age
Gauteng,September,2018,29,32,Spouses-1 younger
Gauteng,October,2018,52,45,Spouses-1 older
Gauteng,October,2018,57,34,Spouses-1 older
Gauteng,October,2018,31,24,Spouses-1 older
Gauteng,November,2018,54,48,Spouses-1 older
Gauteng,December,2018,34,22,Spouses-1 older
Gauteng,December,2018,47,38,Spouses-1 older
Western Cape,November,2018,49,30,Spouses-1 older
Western Cape,March,2018,27,25,Spouses-1 older
Western Cape,October,2018,28,40,Spouses-1 younger
Western Cape,December,2018,30,26,Spouses-1 older
Northern Cape,August,2018,31,30,Spouses-1 older
KwaZulu-Natal,December,2018,38,32,Spouses-1 older
KwaZulu-Natal,May,2018,31,29,Spouses-1 older
Western Cape,February,2018,54,28,Spouses-1 older
Western Cape,November,2018,34,46,Spouses-1 younger
Gauteng,September,2018,26,26,Spouses same age
Gauteng,October,2018,42,41,Spouses-1 older
North West,May,2018,44,43,Spouses-1 older
Gauteng,December,2018,32,27,Spouses-1 older
North West,May,2018,55,45,Spouses-1 older
Gauteng,July,2018,77,54,Spouses-1 older
Gauteng,November,2018,34,32,Spouses-1 older
Outside RSA,March,2018,46,42,Spouses-1 older
Mpumalanga,October,2018,36,25,Spouses-1 older
Western Cape,May,2018,59,41,Spouses-1 older
KwaZulu-Natal,December,2018,40,33,Spouses-1 older
Gauteng,March,2018,36,31,Spouses-1 older
Gauteng,January,2018,30,30,Spouses same age
Mpumalanga,November,2018,31,33,Spouses-1 younger
Gauteng,August,2018,32,29,Spouses-1 older
KwaZulu-Natal,December,2018,64,21,Spouses-1 older
Mpumalanga,October,2018,30,39,Spouses-1 younger
Mpumalanga,November,2018,60,59,Spouses-1 older
North West,October,2018,35,54,Spouses-1 younger
Western Cape,October,2018,55,64,Spouses-1 younger
Gauteng,October,2018,26,30,Spouses-1 younger
Gauteng,September,2018,37,29,Spouses-1 older
Gauteng,January,2018,45,47,Spouses-1 younger
Gauteng,April,2018,28,30,Spouses-1 younger
Gauteng,June,2018,39,50,Spouses-1 younger
Mpumalanga,November,2018,62,41,Spouses-1 older
Mpumalanga,December,2018,49,50,Spouses-1 younger
Mpumalanga,March,2018,31,29,Spouses-1 older
Mpumalanga,May,2018,39,29,Spouses-1 older
Mpumalanga,October,2018,51,34,Spouses-1 older
Gauteng,February,2018,59,59,Spouses same age
Gauteng,February,2018,29,31,Spouses-1 younger
Gauteng,April,2018,30,28,Spouses-1 older
Gauteng,July,2018,30,30,Spouses same age
Gauteng,October,2018,58,53,Spouses-1 older
Gauteng,August,2018,48,39,Spouses-1 older
Gauteng,September,2018,43,46,Spouses-1 younger
Western Cape,December,2018,54,50,Spouses-1 older
Western Cape,April,2018,35,27,Spouses-1 older
Western Cape,November,2018,28,26,Spouses-1 older
Western Cape,December,2018,24,25,Spouses-1 younger
Western Cape,December,2018,30,34,Spouses-1 younger
Limpopo,March,2018,37,26,Spouses-1 older
Limpopo,October,2018,46,42,Spouses-1 older
Limpopo,November,2018,27,37,Spouses-1 younger
Limpopo,November,2018,33,32,Spouses-1 older
Limpopo,January,2018,26,29,Spouses-1 younger
Gauteng,December,2018,37,32,Spouses-1 older
Western Cape,December,2018,32,29,Spouses-1 older
Limpopo,July,2018,67,64,Spouses-1 older
Gauteng,September,2018,35,33,Spouses-1 older
KwaZulu-Natal,December,2018,41,54,Spouses-1 younger
Western Cape,March,2018,28,30,Spouses-1 younger
Gauteng,April,2018,31,34,Spouses-1 younger
Gauteng,December,2018,37,32,Spouses-1 older
Gauteng,December,2018,42,40,Spouses-1 older
Gauteng,January,2018,35,34,Spouses-1 older
Gauteng,January,2018,61,46,Spouses-1 older
Gauteng,March,2018,32,34,Spouses-1 younger
Gauteng,March,2018,50,67,Spouses-1 younger
Gauteng,April,2018,54,51,Spouses-1 older
Gauteng,April,2018,27,29,Spouses-1 younger
Gauteng,May,2018,28,27,Spouses-1 older
Gauteng,May,2018,30,34,Spouses-1 younger
Gauteng,June,2018,21,28,Spouses-1 younger
Gauteng,July,2018,33,36,Spouses-1 younger
Gauteng,July,2018,43,46,Spouses-1 younger
Gauteng,August,2018,28,27,Spouses-1 older
Gauteng,September,2018,30,30,Spouses same age
Gauteng,September,2018,37,32,Spouses-1 older
Gauteng,October,2018,49,46,Spouses-1 older
Gauteng,October,2018,35,32,Spouses-1 older
Gauteng,November,2018,25,24,Spouses-1 older
Mpumalanga,September,2018,47,45,Spouses-1 older
Mpumalanga,January,2018,32,26,Spouses-1 older
Mpumalanga,January,2018,50,49,Spouses-1 older
Mpumalanga,March,2018,35,49,Spouses-1 younger
Mpumalanga,June,2018,38,34,Spouses-1 older
Mpumalanga,July,2018,37,42,Spouses-1 younger
Outside RSA,June,2018,31,31,Spouses same age
KwaZulu-Natal,March,2018,30,25,Spouses-1 older
Gauteng,January,2018,43,30,Spouses-1 older
Gauteng,February,2018,39,56,Spouses-1 younger
Gauteng,April,2018,36,34,Spouses-1 older
Gauteng,August,2018,36,38,Spouses-1 younger
Gauteng,August,2018,27,23,Spouses-1 older
Gauteng,September,2018,59,27,Spouses-1 older
Gauteng,September,2018,50,32,Spouses-1 older
Gauteng,November,2018,37,48,Spouses-1 younger
Western Cape,April,2018,28,30,Spouses-1 younger
Western Cape,April,2018,48,51,Spouses-1 younger
Gauteng,June,2018,30,34,Spouses-1 younger
Gauteng,September,2018,45,55,Spouses-1 younger
Gauteng,November,2018,49,45,Spouses-1 older
Gauteng,November,2018,27,27,Spouses same age
KwaZulu-Natal,February,2018,35,29,Spouses-1 older
KwaZulu-Natal,March,2018,35,32,Spouses-1 older
KwaZulu-Natal,March,2018,38,34,Spouses-1 older
KwaZulu-Natal,June,2018,30,30,Spouses same age
KwaZulu-Natal,December,2018,36,33,Spouses-1 older
Western Cape,August,2018,27,25,Spouses-1 older
